Song,Artist,first_chart_date,last_chart_date,entry_rank,peak_rank,total_weeks,top10_weeks,top40_weeks,avg_rank,peak_date,lifespan_weeks,time_to_peak,entry_year,weeks_since_last_chart,potentially_incomplete,apple_release_date,apple_duration_sec,apple_genre,days_release_to_chart,days_release_to_peak,tempo_bpm,tempo_bpm_raw,tempo_bpm_adjusted,tempo_adjustment_reason,rms_loudness,valence,arousal,spectral_centroid_mean,spectral_rolloff_mean,mode,key_strength,genre_1,genre_1_score,genre_2,genre_2_score,genre_3,genre_3_score,genre_4,genre_4_score,genre_5,genre_5_score,genre_family_blues,genre_family_classical,genre_family_electronic,genre_family_folk_world_and_country,genre_family_funk_soul,genre_family_hip_hop,genre_family_jazz,genre_family_latin,genre_family_pop,genre_family_reggae,genre_family_rock,audio_feature_error
Diamonds,Sam Smith,2020-09-30,2021-02-10,51,39,20,0,2,54.8,2021-01-13,20,15.0,2020,275.0,False,2020-09-19 07:00:00,212.097,Pop,10.0,115.0,104.18424224853516,104.18424224853516,104.18424224853516,unchanged,0.2579677700996399,5.968924522399902,6.308969974517822,3554.590331747805,1572.4238251015868,minor,0.9091460704803468,Electronic---Tropical House,0.3114716708660126,Electronic---House,0.1399924159049987,Pop---K-pop,0.1245187073945999,Electronic---Dance-pop,0.1096732169389724,Funk / Soul---Contemporary R&B,0.0868042632937431,0.0010525852292175,0.0002986283915902,1.0249618979287334,0.0461433129365786,0.2501778722944436,0.068805783560947,0.0045497770504425,0.0476866451922433,0.2549524335586284,0.0214382206031586,0.1041735958043261,
Diana,One Direction,2013-12-04,2013-12-04,11,11,1,0,1,11.0,2013-12-04,1,0.0,2013,650.0,False,2013-11-25 08:00:00,184.667,Pop,8.0,8.0,85.99044036865234,85.99044036865234,85.99044036865234,unchanged,0.2869797050952911,6.376789093017578,6.022656440734863,3129.2781073518504,1495.9566905886627,major,0.8521853089332581,Rock---Alternative Rock,0.1649742275476455,Rock---Pop Rock,0.131996288895607,Pop---Indie Pop,0.0919442996382713,Electronic---Synth-pop,0.0863446071743965,Pop---K-pop,0.0839584171772003,0.0012762388898863,0.0022001734389505,0.4915846107923016,0.0745283101798577,0.0381711716599966,0.054327566410393,0.0061283831983018,0.0243739765498958,0.306373192738647,0.0131571001293195,0.7982929194457142,
Die A Happy Man,Thomas Rhett,2015-10-07,2016-04-27,92,21,30,0,21,37.1,2015-12-30,30,12.0,2015,525.0,False,2015-09-25 12:00:00,228.333,Country,11.0,95.0,82.89619445800781,82.89619445800781,82.89619445800781,unchanged,0.1406554728746414,4.25997257232666,4.825254917144775,2707.648656910049,1184.5928369291796,major,0.90956050157547,Rock---Alternative Rock,0.1852879673242569,Rock---Pop Rock,0.117872416973114,Rock---Indie Rock,0.1018853485584259,Pop---Ballad,0.0944699198007583,Rock---Pop Punk,0.0779040679335594,0.0204063900600885,0.0040869819476938,0.1533028971221028,0.0772786355073549,0.0697286491376871,0.0478161544633621,0.0129168513822151,0.0657101985248118,0.2765197591797914,0.020558377917041,1.2653490726679593,
Die For Me,Post Malone Featuring Future & Halsey,2019-09-18,2019-10-16,20,20,5,0,1,59.0,2019-09-18,5,0.0,2019,344.0,False,2019-09-06 12:00:00,245.274,Hip-Hop/Rap,11.0,11.0,144.53021240234375,144.53021240234375,144.53021240234375,unchanged,0.3196545541286468,4.946165084838867,5.644933700561523,2842.1611475516397,1729.6562076722137,minor,0.8795599937438965,Hip Hop---Cloud Rap,0.6548362970352173,Hip Hop---Trap,0.59679114818573,Hip Hop---Pop Rap,0.1049544066190719,Rock---Emo,0.048607975244522,Rock---Alternative Rock,0.0320097506046295,0.000170228637085,3.833595587821037e-05,0.077945851011929,0.0014100208281142,0.005803299060517,1.5187941343215243,0.0001522584534683,0.0099834738276189,0.030315166208652,0.0102163006858972,0.1030645671722894,
Die For You,The Weeknd & Ariana Grande,2016-12-14,2023-08-02,43,1,52,19,42,23.03846153846154,2023-03-08,52,325.0,2016,146.0,False,2016-11-25 12:00:00,260.256,R&B/Soul,18.0,2293.0,133.8795623779297,133.8795623779297,133.8795623779297,unchanged,0.2915588617324829,5.227334976196289,5.451519966125488,2960.469910140377,761.3787293803213,minor,0.8071531653404236,Funk / Soul---Contemporary R&B,0.2176555097103119,Electronic---Chillwave,0.1536843627691269,Hip Hop---RnB/Swing,0.1210801601409912,Electronic---House,0.1125521883368492,Funk / Soul---Neo Soul,0.1098522394895553,0.0038039421538087,0.0005851806375858,1.096787583609114,0.016201535305008,0.5396470490959473,0.3375017003143057,0.010683718950645,0.0129789481508737,0.2328441684276185,0.1079770542564801,0.0454723028116461,
Die From A Broken Heart,Maddie & Tae,2020-04-22,2020-10-07,80,22,25,0,9,53.24,2020-08-19,25,17.0,2020,293.0,False,2018-10-19 12:00:00,188.332,Country,550.0,669.0,151.8998565673828,151.8998565673828,75.9499282836914,halved_145_180_likely_double_time,0.1957808881998062,5.053511619567871,5.277639865875244,2745.542893495353,1561.7738895002904,major,0.873175323009491,Pop---Ballad,0.2491976171731948,Latin---Cumbia,0.1748488992452621,Pop---Vocal,0.1227859035134315,Rock---Pop Rock,0.1047647073864936,Latin---Reggaeton,0.0986474677920341,0.0043891744380744,0.00222404474016,0.1314977318145338,0.1681288464778845,0.0996450771909849,0.0412403813140827,0.0095406269833802,0.4618265413009794,0.5865394374995958,0.0255453272620798,0.2766155701560819,
Die Hard,"""Kendrick Lamar, Blxst & Amanda Reifer""",2022-05-25,2022-06-22,5,5,5,1,1,48.6,2022-05-25,5,0.0,2022,204.0,False,2022-05-13 12:00:00,239.027,Hip-Hop/Rap,11.0,11.0,101.01226043701172,101.01226043701172,101.01226043701172,unchanged,0.3357488512992859,4.891692161560059,5.329921245574951,2546.1330415235584,666.8293011077786,major,0.8244596123695374,Funk / Soul---Contemporary R&B,0.2064254581928253,Pop---K-pop,0.1246580183506012,Hip Hop---Cloud Rap,0.1082151010632515,Funk / Soul---Neo Soul,0.0713496133685112,Electronic---Synth-pop,0.0566925853490829,0.0009387441610613,1.1746198834927668e-05,0.3483152150313593,0.0070589103364573,0.4112043835339136,0.421682505793342,0.0074897524723169,0.0187131154605459,0.1817980895966684,0.0342039539864345,0.0051370830648522,
Die In Your Arms,Justin Bieber,2012-06-13,2012-06-20,17,17,2,0,1,54.5,2012-06-13,2,0.0,2012,726.0,False,2012-06-15 12:00:00,237.293,Pop,-3.0,-3.0,86.06825256347656,86.06825256347656,86.06825256347656,unchanged,0.3218435049057007,5.610998153686523,5.517592430114746,2868.3063598254885,1568.8905131337074,major,0.9351759552955629,Funk / Soul---Neo Soul,0.2298465073108673,Hip Hop---RnB/Swing,0.1811386048793792,Funk / Soul---Contemporary R&B,0.136522501707077,Funk / Soul---Soul,0.1041203513741493,Electronic---Downtempo,0.0745379105210304,0.0050893158045255,7.584364534096721e-05,0.4595133186750644,0.0179919842777493,0.5758486281847581,0.5861178566574381,0.033731502538103,0.0289017552405539,0.1409541744387752,0.0399972331579192,0.0314045684161783,
Die On This Hill,Sienna Spiro,2025-12-31,2026-05-20,100,19,21,0,15,38.04761904761905,2026-02-04,21,5.0,2025,0.0,True,2025-10-10 12:00:00,217.009,Pop,81.0,116.0,80.67842102050781,80.67842102050781,80.67842102050781,unchanged,0.3444550633430481,5.752301216125488,4.65526819229126,2187.4439595697836,1430.1246855650154,major,0.8835979104042053,Electronic---Dance-pop,0.2185934484004974,Electronic---Tropical House,0.1163703650236129,Pop---K-pop,0.115837961435318,Pop---Ballad,0.1083423048257827,Electronic---House,0.081007532775402,0.0221594416943844,0.0339187946519814,0.7888286505030919,0.1053556814740659,0.1461980388412485,0.0301348695470551,0.0393353210674831,0.0409564037661311,0.4729636493721045,0.0061642138462048,0.3573131758287218,
Die Trying,"""PARTYNEXTDOOR, Drake & Yebba""",2025-02-26,2025-05-14,21,21,12,0,4,62.25,2025-02-26,12,0.0,2025,53.0,False,2025-02-14 08:00:00,195.432,R&B/Soul,11.0,11.0,110.52617645263672,110.52617645263672,110.52617645263672,unchanged,0.3406254053115845,5.80510950088501,6.131110191345215,2699.069454842677,975.6441004136028,minor,0.8674700856208801,Funk / Soul---Neo Soul,0.1377230584621429,Funk / Soul---Soul,0.0792980790138244,Electronic---Electro,0.0688659474253654,Pop---K-pop,0.0569678954780101,Rock---Alternative Rock,0.0532954260706901,0.0080763820801621,0.0006477444006378,0.4493137914806375,0.0275460401946929,0.3511737903463654,0.1456812388053094,0.0235163433935667,0.0194511833062875,0.1522065506987928,0.0807362360646948,0.2399557646654671,
Die With A Smile,Lady Gaga & Bruno Mars,2024-08-28,2025-10-15,3,1,60,51,60,6.066666666666666,2025-01-08,60,19.0,2024,31.0,False,2024-08-16 12:00:00,251.668,Pop,11.0,144.0,156.13504028320312,156.13504028320312,78.06752014160156,halved_145_180_likely_double_time,0.2269143760204315,6.082376003265381,6.422646999359131,2986.578170067755,1452.3078847595782,minor,0.8489943146705627,Pop---Ballad,0.1547972708940506,Rock---Pop Rock,0.1199886873364448,Pop---Vocal,0.083947479724884,Pop---Europop,0.0809785202145576,Electronic---Eurodance,0.062488030642271,0.0016411046672146,0.0019480886668645,0.4321480611672115,0.1293928587226673,0.078502649424081,0.028044264519849,0.0108964410619591,0.1479870279108581,0.4580083057953743,0.0293794434401206,0.454326435743269,
Die Young,Ke$ha,2012-10-10,2013-03-06,13,2,22,12,20,14.409090909090908,2012-12-05,22,8.0,2012,689.0,False,2012-11-30 08:00:00,201.507,Pop,-52.0,4.0,117.62950897216795,117.62950897216795,117.62950897216795,unchanged,0.2357116490602493,4.438554286956787,4.789167881011963,1980.9722797245945,1160.7231104651162,major,0.8965535163879395,Electronic---Tropical House,0.3766336441040039,Electronic---House,0.1649923622608184,Electronic---Dance-pop,0.1237307712435722,Electronic---Deep House,0.122742548584938,Pop---Ballad,0.0770016983151435,0.0030947583918532,0.0129839324836211,1.3708857013407396,0.0383451895766029,0.0669252924890315,0.1118510687983871,0.013224195501607,0.0193137655088264,0.2734625386801781,0.0108523915514524,0.166061333635298,
Dior,Pop Smoke,2020-02-26,2020-07-15,49,22,21,0,2,49.714285714285715,2020-07-15,21,20.0,2020,305.0,False,2019-07-26 12:00:00,216.244,Hip-Hop,214.0,354.0,142.3313446044922,142.3313446044922,142.3313446044922,unchanged,0.2662465274333954,6.355648517608643,5.495706081390381,4977.503023649517,3768.4772125338623,minor,0.9228609800338744,Hip Hop---Trap,0.4559210836887359,Hip Hop---Cloud Rap,0.213566169142723,Hip Hop---Gangsta,0.1374032944440841,Hip Hop---Hardcore Hip-Hop,0.1342216730117797,Hip Hop---Horrorcore,0.1226518601179122,0.0008350215775863,0.0001452166524131,0.2963536274495482,0.0030702124247454,0.0070616227130813,1.495692376367515,0.0012706930838248,0.0048220838885981,0.0193912811550944,0.0130148818570887,0.0180332035957917,
Diplomatic Immunity,Drake,2018-01-31,2018-02-14,7,7,3,1,1,48.333333333333336,2018-01-31,3,0.0,2018,431.0,False,2018-01-19 08:00:00,255.828,Hip-Hop/Rap,11.0,11.0,151.9990234375,151.9990234375,75.99951171875,halved_145_180_likely_double_time,0.3253310322761535,3.7304847240448,4.9594011306762695,3534.0797860079033,2154.0547783430234,major,0.6995141506195068,Hip Hop---Trap,0.6601043343544006,Hip Hop---Cloud Rap,0.2666917443275451,Hip Hop---Gangsta,0.1094832494854927,Hip Hop---Grime,0.1045250967144966,Hip Hop---Thug Rap,0.1030316054821014,0.0002335016040007,4.9423245378765746e-06,0.0450682240123907,0.0003599908047551,0.0086649362859603,1.5771663986333806,0.0002686383199517,0.0091230024305546,0.0080408699877807,0.0038098027844171,0.0134814124718549,
Dirt,Florida Georgia Line,2014-07-23,2014-12-03,11,11,20,0,15,33.6,2014-07-23,20,0.0,2014,598.0,False,2014-07-08 12:00:00,231.704,Country,14.0,14.0,121.9542999267578,121.9542999267578,121.9542999267578,unchanged,0.2745115458965301,5.996801376342773,5.262716770172119,2952.9214242752123,1687.956459824884,major,0.938579559326172,Rock---Alternative Rock,0.2919398546218872,Rock---Pop Rock,0.2105923742055893,Rock---Hard Rock,0.1639144271612167,Rock---AOR,0.1221410781145095,Rock---Indie Rock,0.1184531077742576,0.0155229557385609,0.0019842641404466,0.0596238425388264,0.1712915144928217,0.0052547404894909,0.0055834421963254,0.0021316471459158,0.0014198656816368,0.0461456556158736,0.0009986517079596,1.9771684398835987,
Dirt On My Boots,Jon Pardi,2016-12-21,2017-05-03,95,37,20,0,3,53.8,2017-03-29,20,14.0,2016,472.0,False,2016-06-17 12:00:00,203.64,Country,186.0,284.0,90.11590576171876,90.11590576171876,90.11590576171876,unchanged,0.3050267696380615,6.282720565795898,5.505399703979492,2731.2253096731088,1397.491549559791,minor,0.910865843296051,Rock---Pop Rock,0.3705270886421203,Rock---Alternative Rock,0.2716816067695617,Rock---Indie Rock,0.0939829275012016,"Folk, World, & Country---Folk",0.0647139027714729,Rock---Acoustic,0.0571613609790802,0.0176003106644202,0.0004257065436377,0.0975346344751528,0.1482796661512111,0.0433062840902493,0.102966666847351,0.0076688778190145,0.0345835196326334,0.1537219972451566,0.0266237978939898,1.277772806380426,
Dirt Road Anthem,Jason Aldean,2011-04-20,2011-10-19,68,7,27,2,19,31.296296296296298,2011-06-29,27,10.0,2011,761.0,False,2010-11-02 12:00:00,229.4,Country,168.0,238.0,128.0283966064453,128.0283966064453,128.0283966064453,unchanged,0.2690030038356781,5.492969512939453,5.490119934082031,2604.3696188911936,623.9628936484133,major,0.9598798155784608,Rock---Ska,0.1980331987142563,Rock---Alternative Rock,0.1499831229448318,Rock---Pop Rock,0.1335771977901458,Reggae---Reggae,0.1251411437988281,Hip Hop---Ragga HipHop,0.1026251763105392,0.0144113666465273,0.0026968980702193,0.169487204338111,0.1206612491569103,0.0272334290953608,0.1742477253137622,0.0353084346011201,0.0194973486368645,0.2158692632510792,0.3495478757540695,1.143153875622147,
Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,2011-05-25,2011-08-10,18,18,12,0,3,48.666666666666664,2011-05-25,12,0.0,2011,771.0,False,2010-07-05 12:00:00,214.453,Pop Latino,323.0,323.0,134.84092712402344,134.84092712402344,134.84092712402344,unchanged,0.3328985273838043,7.441455841064453,5.858496189117432,4473.238661087391,2556.6922919694766,minor,0.7594889998435974,Pop---K-pop,0.3018408715724945,Electronic---House,0.2100644409656524,Electronic---Dance-pop,0.1454180479049682,Electronic---Synth-pop,0.1150730103254318,Electronic---Euro House,0.1100097969174385,0.0001196441899509,9.90580578914546e-05,1.3733890188829427,0.0090146637358223,0.0277099565919343,0.0481640801145601,0.0003382153044171,0.0117603887800754,0.4878913581542292,0.0092428767284218,0.0475714129313331,
Dirty Little Secret,The All-American Rejects,2005-08-03,2006-05-03,87,9,39,3,23,39.8974358974359,2006-01-18,39,24.0,2005,1046.0,False,2005-06-06 12:00:00,193.653,Pop,57.0,225.0,143.63246154785156,143.63246154785156,143.63246154785156,unchanged,0.3080271482467651,6.767268180847168,5.352145671844482,3092.8641272388377,1576.9737975885257,major,0.9445919394493104,Rock---Alternative Rock,0.2991919219493866,Rock---Pop Punk,0.2087009400129318,Rock---Gothic Metal,0.1961532235145568,Rock---Pop Rock,0.1957900077104568,Rock---Heavy Metal,0.1388023346662521,0.0001782482852945,0.0013143858744797,0.0434547966312663,0.004143998100444,0.0004153076658326,0.0070090619423126,0.0004836129571117,0.000597100089557,0.0208959924362588,0.0025691966521748,2.243454513367965,
Disco Inferno,50 Cent,2005-01-05,2005-06-22,9,3,29,17,24,13.08,2005-03-23,29,11.0,2005,1091.0,False,2004-11-28 12:00:00,214.24,Hip-Hop/Rap,37.0,114.0,97.17823791503906,97.17823791503906,97.17823791503906,unchanged,0.3020451366901397,5.5698933601379395,4.942907333374023,2592.921740438772,1409.0393350290697,minor,0.8766329884529114,Hip Hop---Gangsta,0.3404414057731628,Hip Hop---Pop Rap,0.2383444756269455,Hip Hop---Crunk,0.2273492962121963,Hip Hop---Thug Rap,0.2146143019199371,Hip Hop---Bounce,0.206664428114891,0.0002328808510299,2.5304644257317932e-05,0.0803911891185009,0.0113863863287448,0.0713977078430616,1.8109010938060237,0.0012196314564789,0.0549000440806537,0.0071919067527232,0.0193855256220558,0.0056641735509463,
Disease,Lady Gaga,2024-11-06,2025-03-19,27,27,9,0,1,68.22222222222223,2024-11-06,9,0.0,2024,61.0,False,2024-10-25 12:00:00,229.997,Pop,11.0,11.0,100.93315887451172,100.93315887451172,100.93315887451172,unchanged,0.381719708442688,7.868544578552246,4.667941570281982,4298.395758944768,2602.0509324206655,minor,0.8583904504776001,Electronic---Electro,0.2090520560741424,Electronic---Synth-pop,0.1957311779260635,Pop---K-pop,0.1250658333301544,Electronic---Dance-pop,0.0834619402885437,Electronic---Industrial,0.068485677242279,0.0005198880182888,8.859129911797936e-05,1.1354346482362416,0.0014066592250685,0.0087785521554906,0.0947519819583249,0.0006404249650131,0.0022899460330734,0.2427624319516326,0.0144479258224237,0.1900726549339424,
Distraction,Polo G,2022-06-15,2022-06-22,39,39,2,0,1,59.0,2022-06-15,2,0.0,2022,204.0,False,2024-08-09 07:00:00,171.319,Rap,-787.0,-787.0,78.3460464477539,78.3460464477539,78.3460464477539,unchanged,0.3351219594478607,4.409499168395996,5.543572902679443,4043.838791932853,2533.7846785506968,minor,0.8608781099319458,Hip Hop---Cloud Rap,0.6498796939849854,Hip Hop---Trap,0.6374638676643372,Hip Hop---Pop Rap,0.3605057001113891,Hip Hop---Boom Bap,0.1581856608390808,Latin---Reggaeton,0.0680648535490036,4.631771704088905e-05,3.2929336455378433e-06,0.0751185604332482,0.0010558736087553,0.0206964686767605,2.0671169382119388,7.928414116520344e-05,0.0684495442697938,0.0152557136741222,0.0212036591075275,0.0218582570087217,
Disturbia,Rihanna,2008-07-02,2009-03-11,18,1,37,14,36,15.891891891891891,2008-08-20,37,7.0,2008,897.0,False,2008-06-02 07:00:00,238.627,R&B/Soul,29.0,78.0,123.5925750732422,123.5925750732422,123.5925750732422,unchanged,0.2267214506864547,6.602919101715088,6.9070658683776855,3283.6483765593252,1831.972255647736,major,0.88850998878479,Non-Music---Dialogue,0.4697485864162445,Rock---Pop Rock,0.4497356116771698,Hip Hop---RnB/Swing,0.3431446552276611,Non-Music---Comedy,0.2534649968147278,Rock---Alternative Rock,0.2232013195753097,0.0106311672752781,8.82695645021414e-05,0.3026319419094605,0.0030182537312635,0.3470462254174435,0.5918253052049351,0.0010644335277234,0.0139529687516475,0.3492724453668074,0.0236536763122785,0.8060887399345456,
Diva,Beyonce,2008-12-31,2009-05-13,96,19,20,0,10,49.9,2009-03-04,20,9.0,2008,888.0,False,2008-11-12 08:00:00,200.613,Pop,48.0,111.0,97.8885269165039,97.8885269165039,97.8885269165039,unchanged,0.24528868496418,5.9803619384765625,5.005611419677734,3512.551568083061,1557.1009720203488,minor,0.8225235939025879,Hip Hop---Crunk,0.2660869061946869,Hip Hop---Gangsta,0.1150131300091743,Hip Hop---Thug Rap,0.1071131974458694,Hip Hop---RnB/Swing,0.100784070789814,Hip Hop---Pop Rap,0.0871048793196678,0.0001971831691207,6.79530188847366e-05,0.3738791498209224,0.006473350624006,0.0960018912155646,1.0756742669746018,0.0004115755807418,0.0103807147446168,0.0303279863801435,0.0171438852121355,0.0069184132768782,
Do I,Luke Bryan,2009-09-16,2010-01-27,86,34,20,0,6,52.35,2009-12-02,20,11.0,2009,851.0,False,2009-05-04 07:00:00,239.413,Country,134.0,211.0,137.6101837158203,137.6101837158203,137.6101837158203,unchanged,0.2407114207744598,5.519051551818848,5.47904634475708,2587.0364814498475,1556.673920339106,major,0.9257339239120485,Rock---Southern Rock,0.1546497344970703,Pop---Schlager,0.1351125091314315,Rock---Pop Rock,0.1215845495462417,Pop---Ballad,0.0996633470058441,"Folk, World, & Country---Volksmusik",0.0759133696556091,0.0298692251672036,0.001813844306298,0.034023679055295,0.2541582269245737,0.0245958053835693,0.0066481140069072,0.0092102970793348,0.0880589678290562,0.3147207172660273,0.0056398342403554,0.7670751276577903,
Do I Make You Proud,Taylor Hicks,2006-06-28,2006-08-16,1,1,8,2,5,39.375,2006-06-28,8,0.0,2006,1031.0,False,2006-06-13 12:00:00,248.693,Pop,14.0,14.0,144.11058044433594,144.11058044433594,144.11058044433594,unchanged,0.2018308490514755,5.142069339752197,5.574843883514404,2944.3189182488495,1351.0332258357555,major,0.8681723475456238,Rock---Pop Rock,0.2404944151639938,Pop---Ballad,0.1762820780277252,Rock---Alternative Rock,0.1405618041753769,Rock---Soft Rock,0.1309882700443267,Rock---Brit Pop,0.0811234414577484,0.0082510767133499,0.0044778353017136,0.2438778372239767,0.1362940951439668,0.1659434337561833,0.0503778935708396,0.0145708000791273,0.0514558189167928,0.3937105978257023,0.0184224201802862,1.137180430463104,
Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,2006-05-17,2006-10-04,86,12,21,0,17,30.047619047619047,2006-08-30,21,15.0,2006,1024.0,False,2006-08-15 12:00:00,226.293,R&B/Soul,-91.0,14.0,148.038818359375,148.038818359375,74.0194091796875,halved_145_180_likely_double_time,0.3022708296775818,5.319858551025391,4.901795864105225,3867.580229766609,1960.7901071947672,minor,0.8097113966941833,Hip Hop---Crunk,0.6211252808570862,Hip Hop---RnB/Swing,0.2384810000658035,Funk / Soul---Contemporary R&B,0.2085964828729629,Hip Hop---Pop Rap,0.1492974907159805,Hip Hop---Gangsta,0.1313395053148269,0.0075694751180535,4.099824961212306e-05,0.1061433791729555,0.0019102380745827,0.239301935821004,1.3416658099316123,0.0019843738609779,0.0387006063871897,0.0181516860363899,0.0237351282812596,0.0044355758321286,
Do It Well,Jennifer Lopez,2007-10-03,2007-12-05,53,31,10,0,1,62.1,2007-10-24,10,3.0,2007,963.0,False,2007-08-21 12:00:00,188.187,Pop,42.0,63.0,108.1776885986328,108.1776885986328,108.1776885986328,unchanged,0.2883419990539551,6.888723373413086,5.350265979766846,3229.8506427143893,2160.1975835755816,minor,0.8329071998596191,Pop---K-pop,0.2618997097015381,Funk / Soul---Contemporary R&B,0.1776480078697204,Electronic---Dance-pop,0.139552503824234,Hip Hop---RnB/Swing,0.1364745646715164,Pop---Ballad,0.1121764853596687,0.0016511809112671,0.0007948684683469,0.5663139418177252,0.0102333118692854,0.2987832578728557,0.3841949014149577,0.0040644431169312,0.0371437733749075,0.5279390639989288,0.0403265449349419,0.0317039287646707,
Do Re Mi,Blackbear,2017-05-10,2017-12-13,87,40,25,0,1,61.28,2017-11-01,25,25.0,2017,440.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do We Have A Problem?,Nicki Minaj X Lil Baby,2022-02-16,2022-05-11,2,2,13,1,2,58.84615384615385,2022-02-16,13,0.0,2022,210.0,False,2022-02-04 12:00:00,207.065,Hip-Hop/Rap,11.0,11.0,120.31539916992188,120.31539916992188,120.31539916992188,unchanged,0.2855940163135528,4.94216775894165,5.137213706970215,2776.549098236273,1786.8391952278444,minor,0.9005791544914246,Hip Hop---Cloud Rap,0.4457636475563049,Hip Hop---Trap,0.3349349796772003,Hip Hop---Hardcore Hip-Hop,0.1087874472141265,Hip Hop---Pop Rap,0.1086586639285087,Hip Hop---Bounce,0.0968713611364364,0.0005071917821624,0.0055033188400557,0.4533694870915496,0.0064143447998503,0.0322031589457765,1.465049415040994,0.0021809451336594,0.0112460145593331,0.0335935761449945,0.0084332971910043,0.0255723029208638,
Do What U Want,Lady Gaga Featuring R. Kelly,2013-11-06,2014-03-12,13,13,19,0,13,34.8421052631579,2013-11-06,19,0.0,2013,636.0,False,2013-01-01 12:00:00,216.378,Pop,308.0,308.0,97.44540405273438,97.44540405273438,97.44540405273438,unchanged,0.2418611645698547,6.362156867980957,6.868981838226318,3209.1491906927536,1501.9826489825582,major,0.9461891055107116,Electronic---Synth-pop,0.1652800589799881,Pop---K-pop,0.1601340174674987,Pop---Ballad,0.12204010784626,Electronic---Tropical House,0.1170436590909957,Pop---Europop,0.1094523295760154,0.0008610592965396,0.001261741044118,0.909179249925387,0.0250398945760252,0.155470343233901,0.1117958530412579,0.0053710672009401,0.0610173520349235,0.5811353389290161,0.0350647938248585,0.0721172858396244,
Do You,Ne-Yo,2007-06-13,2007-10-24,100,26,20,0,6,54.4,2007-08-15,20,9.0,2007,969.0,False,2007-04-25 12:00:00,228.267,R&B/Soul,48.0,111.0,91.04791259765624,91.04791259765624,91.04791259765624,unchanged,0.244636669754982,4.894992828369141,5.756894588470459,2888.717282935931,1276.8589456753095,minor,0.8315749764442444,Hip Hop---RnB/Swing,0.3717942833900451,Hip Hop---Pop Rap,0.2960117161273956,Funk / Soul---Contemporary R&B,0.2150811702013015,Latin---Reggaeton,0.1399615556001663,Funk / Soul---Neo Soul,0.102792888879776,0.0022341992994796,0.000512221118555,0.2726752096579048,0.0151499365303777,0.4450845542596653,0.9913762959467932,0.0045828329583628,0.1433423781680574,0.1652544161261175,0.0292412989474541,0.0281549520730024,
Do You Believe Me Now,Jimmy Wayne,2008-07-30,2008-12-10,96,36,20,0,2,67.2,2008-09-17,20,7.0,2008,910.0,False,2008-08-26 12:00:00,204.387,Country,-28.0,21.0,162.30612182617188,162.30612182617188,162.30612182617188,kept_high_bpm_strong_electronic_or_rock,0.2846063375473022,6.031224250793457,5.580393314361572,2898.9921276931054,1609.240269144253,major,0.9055516123771667,Rock---Pop Rock,0.288400262594223,Rock---Alternative Rock,0.1552648246288299,Rock---Southern Rock,0.1149512454867363,Rock---Indie Rock,0.1033275201916694,Pop---Schlager,0.0952846333384513,0.0386742980626877,0.0008270656667264,0.0605599877961537,0.148089060872735,0.0260225102006188,0.0243069745299635,0.0099547606350824,0.0495247469293644,0.3028181038716866,0.0217404698487371,1.4172278708163049,
Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias,2007-05-30,2007-10-10,33,21,20,0,6,63.3,2007-06-27,20,4.0,2007,971.0,False,2007-05-15 12:00:00,218.093,Pop,14.0,42.0,114.9937515258789,114.9937515258789,114.9937515258789,unchanged,0.3145129978656769,6.179279804229736,6.232939720153809,3941.9093547147863,2066.0541735197367,major,0.9761339426040648,Pop---K-pop,0.2461180537939071,Electronic---Dance-pop,0.2004386335611343,Hip Hop---Pop Rap,0.0964831635355949,Latin---Reggaeton,0.0899192318320274,Pop---Europop,0.0888973176479339,0.0003526941904681,0.0001346832368298,0.7241007494239966,0.0358752956110812,0.0985381006685202,0.2514998545343587,0.0027472471105625,0.102367449790151,0.4545593314269354,0.0536934885894879,0.0371379954464643,
Do You Mind,"""DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross""",2016-08-24,2017-01-04,94,27,20,0,4,63.8,2016-12-07,20,15.0,2016,489.0,False,2016-07-29 07:00:00,325.615,Hip-Hop/Rap,25.0,130.0,164.18280029296875,164.18280029296875,82.09140014648438,halved_145_180_likely_double_time,0.4134683609008789,5.0150465965271,4.9467973709106445,2777.1491174505663,297.22497274709303,major,0.8599491119384766,Hip Hop---Trap,0.3002489805221557,Hip Hop---Cloud Rap,0.1949417144060135,Latin---Reggaeton,0.1227842196822166,Hip Hop---Pop Rap,0.103419728577137,Electronic---Tropical House,0.0974697843194007,0.0007171700641208,9.0200271166907e-05,0.3436491099093359,0.0092401091147209,0.1382876486131863,0.749608145247521,0.0009344728229621,0.1284303665056185,0.159155027159386,0.033215754545381,0.011394530066795,
